X1,Name,judge_country,number,segment,skater,skater_country,TSS
614,Michela CESARO ,ITA,3,2017 Grand Prix NHK Ice Dance Free,Nazarova/Nikitin,UKR,99.9
197,Alexei BELETSKI,ISR,4,2017 Grand Prix NHK Ice Dance Free,Nazarova/Nikitin,UKR,103.4
386,Leanna CARON,CAN,5,2017 Grand Prix NHK Ice Dance Free,Nazarova/Nikitin,UKR,85.1
122,John MILLIER,USA,6,2017 Grand Prix NHK Ice Dance Free,Nazarova/Nikitin,UKR,99.6
483,Anastassia MAKAROVA,UKR,7,2017 Grand Prix NHK Ice Dance Free,Nazarova/Nikitin,UKR,104.3
224,Feng HUANG,CHN,8,2017 Grand Prix NHK Ice Dance Free,Nazarova/Nikitin,UKR,92.5
504,Mayumi KATO,JPN,9,2017 Grand Prix NHK Ice Dance Free,Nazarova/Nikitin,UKR,99
271,Christine HURTH,FRA,1,2017 Grand Prix NHK Ice Dance Free,Lauriault/Le Gac,FRA,94.2
225,Elena FOMINA,RUS,2,2017 Grand Prix NHK Ice Dance Free,Lauriault/Le Gac,FRA,94.1
614,Michela CESARO ,ITA,3,2017 Grand Prix NHK Ice Dance Free,Lauriault/Le Gac,FRA,91.7
197,Alexei BELETSKI,ISR,4,2017 Grand Prix NHK Ice Dance Free,Lauriault/Le Gac,FRA,92.7
386,Leanna CARON,CAN,5,2017 Grand Prix NHK Ice Dance Free,Lauriault/Le Gac,FRA,93.8
122,John MILLIER,USA,6,2017 Grand Prix NHK Ice Dance Free,Lauriault/Le Gac,FRA,94.9
483,Anastassia MAKAROVA,UKR,7,2017 Grand Prix NHK Ice Dance Free,Lauriault/Le Gac,FRA,88.1
224,Feng HUANG,CHN,8,2017 Grand Prix NHK Ice Dance Free,Lauriault/Le Gac,FRA,100.6
504,Mayumi KATO,JPN,9,2017 Grand Prix NHK Ice Dance Free,Lauriault/Le Gac,FRA,102.1
271,Christine HURTH,FRA,1,2017 Grand Prix NHK Ice Dance Free,Muramoto/Reed,JPN,94.1
225,Elena FOMINA,RUS,2,2017 Grand Prix NHK Ice Dance Free,Muramoto/Reed,JPN,95.1
614,Michela CESARO ,ITA,3,2017 Grand Prix NHK Ice Dance Free,Muramoto/Reed,JPN,93.4
197,Alexei BELETSKI,ISR,4,2017 Grand Prix NHK Ice Dance Free,Muramoto/Reed,JPN,90.4
386,Leanna CARON,CAN,5,2017 Grand Prix NHK Ice Dance Free,Muramoto/Reed,JPN,92.7
122,John MILLIER,USA,6,2017 Grand Prix NHK Ice Dance Free,Muramoto/Reed,JPN,97.5
483,Anastassia MAKAROVA,UKR,7,2017 Grand Prix NHK Ice Dance Free,Muramoto/Reed,JPN,87.9
224,Feng HUANG,CHN,8,2017 Grand Prix NHK Ice Dance Free,Muramoto/Reed,JPN,95.8
504,Mayumi KATO,JPN,9,2017 Grand Prix NHK Ice Dance Free,Muramoto/Reed,JPN,101.5
271,Christine HURTH,FRA,1,2017 Grand Prix NHK Ice Dance Free,Coomes/Buckland,GBR,85
225,Elena FOMINA,RUS,2,2017 Grand Prix NHK Ice Dance Free,Coomes/Buckland,GBR,91.7
614,Michela CESARO ,ITA,3,2017 Grand Prix NHK Ice Dance Free,Coomes/Buckland,GBR,90.2
197,Alexei BELETSKI,ISR,4,2017 Grand Prix NHK Ice Dance Free,Coomes/Buckland,GBR,93.2
386,Leanna CARON,CAN,5,2017 Grand Prix NHK Ice Dance Free,Coomes/Buckland,GBR,94.9
122,John MILLIER,USA,6,2017 Grand Prix NHK Ice Dance Free,Coomes/Buckland,GBR,92.9
483,Anastassia MAKAROVA,UKR,7,2017 Grand Prix NHK Ice Dance Free,Coomes/Buckland,GBR,89.4
224,Feng HUANG,CHN,8,2017 Grand Prix NHK Ice Dance Free,Coomes/Buckland,GBR,103.7
504,Mayumi KATO,JPN,9,2017 Grand Prix NHK Ice Dance Free,Coomes/Buckland,GBR,95.6
271,Christine HURTH,FRA,1,2017 Grand Prix NHK Ice Dance Free,Komatsubara/Koleto,JPN,73.2
225,Elena FOMINA,RUS,2,2017 Grand Prix NHK Ice Dance Free,Komatsubara/Koleto,JPN,80.6
614,Michela CESARO ,ITA,3,2017 Grand Prix NHK Ice Dance Free,Komatsubara/Koleto,JPN,76.4
197,Alexei BELETSKI,ISR,4,2017 Grand Prix NHK Ice Dance Free,Komatsubara/Koleto,JPN,78.2
386,Leanna CARON,CAN,5,2017 Grand Prix NHK Ice Dance Free,Komatsubara/Koleto,JPN,77.8
122,John MILLIER,USA,6,2017 Grand Prix NHK Ice Dance Free,Komatsubara/Koleto,JPN,79
483,Anastassia MAKAROVA,UKR,7,2017 Grand Prix NHK Ice Dance Free,Komatsubara/Koleto,JPN,76.3
224,Feng HUANG,CHN,8,2017 Grand Prix NHK Ice Dance Free,Komatsubara/Koleto,JPN,80.5
504,Mayumi KATO,JPN,9,2017 Grand Prix NHK Ice Dance Free,Komatsubara/Koleto,JPN,86
343,Mark STORTON,AUS,1,2017 Grand Prix COC Ice Dance Short,Papadakis/Cizeron,FRA,80.5
20,David MOLINA,FRA,2,2017 Grand Prix COC Ice Dance Short,Papadakis/Cizeron,FRA,80.6
1124,Richard DALLEY,USA,3,2017 Grand Prix COC Ice Dance Short,Papadakis/Cizeron,FRA,83.2
249,Chihee RHEE,KOR,4,2017 Grand Prix COC Ice Dance Short,Papadakis/Cizeron,FRA,78.6
541,Janice HUNTER,CAN,5,2017 Grand Prix COC Ice Dance Short,Papadakis/Cizeron,FRA,80.4
380,Maira ABASOVA,RUS,6,2017 Grand Prix COC Ice Dance Short,Papadakis/Cizeron,FRA,82
335,Akos PETHES,HUN,7,2017 Grand Prix COC Ice Dance Short,Papadakis/Cizeron,FRA,82.8
283,Tianyi ZHANG,CHN,8,2017 Grand Prix COC Ice Dance Short,Papadakis/Cizeron,FRA,81.1
286,Zuzana PLESNIKOVA,CZE,9,2017 Grand Prix COC Ice Dance Short,Papadakis/Cizeron,FRA,79.8
343,Mark STORTON,AUS,1,2017 Grand Prix COC Ice Dance Short,Chock/Bates,USA,75
20,David MOLINA,FRA,2,2017 Grand Prix COC Ice Dance Short,Chock/Bates,USA,72.2
1124,Richard DALLEY,USA,3,2017 Grand Prix COC Ice Dance Short,Chock/Bates,USA,77
249,Chihee RHEE,KOR,4,2017 Grand Prix COC Ice Dance Short,Chock/Bates,USA,69.6
541,Janice HUNTER,CAN,5,2017 Grand Prix COC Ice Dance Short,Chock/Bates,USA,73.8
380,Maira ABASOVA,RUS,6,2017 Grand Prix COC Ice Dance Short,Chock/Bates,USA,71.2
335,Akos PETHES,HUN,7,2017 Grand Prix COC Ice Dance Short,Chock/Bates,USA,74.7
283,Tianyi ZHANG,CHN,8,2017 Grand Prix COC Ice Dance Short,Chock/Bates,USA,69.8
286,Zuzana PLESNIKOVA,CZE,9,2017 Grand Prix COC Ice Dance Short,Chock/Bates,USA,71.3
343,Mark STORTON,AUS,1,2017 Grand Prix COC Ice Dance Short,Bobrova/Soloviev,RUS,73.4
20,David MOLINA,FRA,2,2017 Grand Prix COC Ice Dance Short,Bobrova/Soloviev,RUS,71.2
1124,Richard DALLEY,USA,3,2017 Grand Prix COC Ice Dance Short,Bobrova/Soloviev,RUS,73.7
249,Chihee RHEE,KOR,4,2017 Grand Prix COC Ice Dance Short,Bobrova/Soloviev,RUS,70.2
541,Janice HUNTER,CAN,5,2017 Grand Prix COC Ice Dance Short,Bobrova/Soloviev,RUS,71.4
380,Maira ABASOVA,RUS,6,2017 Grand Prix COC Ice Dance Short,Bobrova/Soloviev,RUS,72.6
335,Akos PETHES,HUN,7,2017 Grand Prix COC Ice Dance Short,Bobrova/Soloviev,RUS,73.6
283,Tianyi ZHANG,CHN,8,2017 Grand Prix COC Ice Dance Short,Bobrova/Soloviev,RUS,72.3
286,Zuzana PLESNIKOVA,CZE,9,2017 Grand Prix COC Ice Dance Short,Bobrova/Soloviev,RUS,73
343,Mark STORTON,AUS,1,2017 Grand Prix COC Ice Dance Short,Zagorski/Guerreiro,RUS,65.6
20,David MOLINA,FRA,2,2017 Grand Prix COC Ice Dance Short,Zagorski/Guerreiro,RUS,65.6
1124,Richard DALLEY,USA,3,2017 Grand Prix COC Ice Dance Short,Zagorski/Guerreiro,RUS,70.6
249,Chihee RHEE,KOR,4,2017 Grand Prix COC Ice Dance Short,Zagorski/Guerreiro,RUS,62.7
541,Janice HUNTER,CAN,5,2017 Grand Prix COC Ice Dance Short,Zagorski/Guerreiro,RUS,67
380,Maira ABASOVA,RUS,6,2017 Grand Prix COC Ice Dance Short,Zagorski/Guerreiro,RUS,68.2
335,Akos PETHES,HUN,7,2017 Grand Prix COC Ice Dance Short,Zagorski/Guerreiro,RUS,72.3
283,Tianyi ZHANG,CHN,8,2017 Grand Prix COC Ice Dance Short,Zagorski/Guerreiro,RUS,69.4
286,Zuzana PLESNIKOVA,CZE,9,2017 Grand Prix COC Ice Dance Short,Zagorski/Guerreiro,RUS,66.7
343,Mark STORTON,AUS,1,2017 Grand Prix COC Ice Dance Short,Mcnamara/Carpenter,USA,61.4
20,David MOLINA,FRA,2,2017 Grand Prix COC Ice Dance Short,Mcnamara/Carpenter,USA,63.9
1124,Richard DALLEY,USA,3,2017 Grand Prix COC Ice Dance Short,Mcnamara/Carpenter,USA,68.7
249,Chihee RHEE,KOR,4,2017 Grand Prix COC Ice Dance Short,Mcnamara/Carpenter,USA,65.1
541,Janice HUNTER,CAN,5,2017 Grand Prix COC Ice Dance Short,Mcnamara/Carpenter,USA,66.1
380,Maira ABASOVA,RUS,6,2017 Grand Prix COC Ice Dance Short,Mcnamara/Carpenter,USA,64.1
335,Akos PETHES,HUN,7,2017 Grand Prix COC Ice Dance Short,Mcnamara/Carpenter,USA,64.2
283,Tianyi ZHANG,CHN,8,2017 Grand Prix COC Ice Dance Short,Mcnamara/Carpenter,USA,60.6
286,Zuzana PLESNIKOVA,CZE,9,2017 Grand Prix COC Ice Dance Short,Mcnamara/Carpenter,USA,59.7
343,Mark STORTON,AUS,1,2017 Grand Prix COC Ice Dance Short,Abachkina/Thauron,FRA,61.6
20,David MOLINA,FRA,2,2017 Grand Prix COC Ice Dance Short,Abachkina/Thauron,FRA,60.3
1124,Richard DALLEY,USA,3,2017 Grand Prix COC Ice Dance Short,Abachkina/Thauron,FRA,62
249,Chihee RHEE,KOR,4,2017 Grand Prix COC Ice Dance Short,Abachkina/Thauron,FRA,59.8
541,Janice HUNTER,CAN,5,2017 Grand Prix COC Ice Dance Short,Abachkina/Thauron,FRA,61.2
380,Maira ABASOVA,RUS,6,2017 Grand Prix COC Ice Dance Short,Abachkina/Thauron,FRA,58.2
335,Akos PETHES,HUN,7,2017 Grand Prix COC Ice Dance Short,Abachkina/Thauron,FRA,61.7
283,Tianyi ZHANG,CHN,8,2017 Grand Prix COC Ice Dance Short,Abachkina/Thauron,FRA,56.9
286,Zuzana PLESNIKOVA,CZE,9,2017 Grand Prix COC Ice Dance Short,Abachkina/Thauron,FRA,56.4
343,Mark STORTON,AUS,1,2017 Grand Prix COC Ice Dance Short,Pogrebinsky/Benoit,USA,58.2
20,David MOLINA,FRA,2,2017 Grand Prix COC Ice Dance Short,Pogrebinsky/Benoit,USA,58.8
1124,Richard DALLEY,USA,3,2017 Grand Prix COC Ice Dance Short,Pogrebinsky/Benoit,USA,63.3
249,Chihee RHEE,KOR,4,2017 Grand Prix COC Ice Dance Short,Pogrebinsky/Benoit,USA,62.2
541,Janice HUNTER,CAN,5,2017 Grand Prix COC Ice Dance Short,Pogrebinsky/Benoit,USA,58.5
380,Maira ABASOVA,RUS,6,2017 Grand Prix COC Ice Dance Short,Pogrebinsky/Benoit,USA,59
335,Akos PETHES,HUN,7,2017 Grand Prix COC Ice Dance Short,Pogrebinsky/Benoit,USA,61.2
283,Tianyi ZHANG,CHN,8,2017 Grand Prix COC Ice Dance Short,Pogrebinsky/Benoit,USA,57.2
286,Zuzana PLESNIKOVA,CZE,9,2017 Grand Prix COC Ice Dance Short,Pogrebinsky/Benoit,USA,55.8
343,Mark STORTON,AUS,1,2017 Grand Prix COC Ice Dance Short,Wang/Liu,CHN,58.2
20,David MOLINA,FRA,2,2017 Grand Prix COC Ice Dance Short,Wang/Liu,CHN,58.6
1124,Richard DALLEY,USA,3,2017 Grand Prix COC Ice Dance Short,Wang/Liu,CHN,60.1
249,Chihee RHEE,KOR,4,2017 Grand Prix COC Ice Dance Short,Wang/Liu,CHN,58.7
541,Janice HUNTER,CAN,5,2017 Grand Prix COC Ice Dance Short,Wang/Liu,CHN,53.4
380,Maira ABASOVA,RUS,6,2017 Grand Prix COC Ice Dance Short,Wang/Liu,CHN,60.4
335,Akos PETHES,HUN,7,2017 Grand Prix COC Ice Dance Short,Wang/Liu,CHN,58.4
283,Tianyi ZHANG,CHN,8,2017 Grand Prix COC Ice Dance Short,Wang/Liu,CHN,61.9
286,Zuzana PLESNIKOVA,CZE,9,2017 Grand Prix COC Ice Dance Short,Wang/Liu,CHN,60.3
343,Mark STORTON,AUS,1,2017 Grand Prix COC Ice Dance Short,Chen/Zhao,CHN,42.9
20,David MOLINA,FRA,2,2017 Grand Prix COC Ice Dance Short,Chen/Zhao,CHN,46.3
1124,Richard DALLEY,USA,3,2017 Grand Prix COC Ice Dance Short,Chen/Zhao,CHN,48.2
249,Chihee RHEE,KOR,4,2017 Grand Prix COC Ice Dance Short,Chen/Zhao,CHN,46.5
541,Janice HUNTER,CAN,5,2017 Grand Prix COC Ice Dance Short,Chen/Zhao,CHN,48.5
380,Maira ABASOVA,RUS,6,2017 Grand Prix COC Ice Dance Short,Chen/Zhao,CHN,46.8
335,Akos PETHES,HUN,7,2017 Grand Prix COC Ice Dance Short,Chen/Zhao,CHN,48.9
283,Tianyi ZHANG,CHN,8,2017 Grand Prix COC Ice Dance Short,Chen/Zhao,CHN,47.6
286,Zuzana PLESNIKOVA,CZE,9,2017 Grand Prix COC Ice Dance Short,Chen/Zhao,CHN,48.3
343,Mark STORTON,AUS,1,2017 Grand Prix COC Ice Dance Short,Wang/Zhao,CHN,36.8
20,David MOLINA,FRA,2,2017 Grand Prix COC Ice Dance Short,Wang/Zhao,CHN,39.8
1124,Richard DALLEY,USA,3,2017 Grand Prix COC Ice Dance Short,Wang/Zhao,CHN,40.2
249,Chihee RHEE,KOR,4,2017 Grand Prix COC Ice Dance Short,Wang/Zhao,CHN,38.7
541,Janice HUNTER,CAN,5,2017 Grand Prix COC Ice Dance Short,Wang/Zhao,CHN,41.5
380,Maira ABASOVA,RUS,6,2017 Grand Prix COC Ice Dance Short,Wang/Zhao,CHN,37.6
335,Akos PETHES,HUN,7,2017 Grand Prix COC Ice Dance Short,Wang/Zhao,CHN,38.5
283,Tianyi ZHANG,CHN,8,2017 Grand Prix COC Ice Dance Short,Wang/Zhao,CHN,37.4
286,Zuzana PLESNIKOVA,CZE,9,2017 Grand Prix COC Ice Dance Short,Wang/Zhao,CHN,38.8
343,Mark STORTON,AUS,1,2017 Grand Prix COC Ice Dance Free,Papadakis/Cizeron,FRA,118.7
20,David MOLINA,FRA,2,2017 Grand Prix COC Ice Dance Free,Papadakis/Cizeron,FRA,121.8
1124,Richard DALLEY,USA,3,2017 Grand Prix COC Ice Dance Free,Papadakis/Cizeron,FRA,119.2
249,Chihee RHEE,KOR,4,2017 Grand Prix COC Ice Dance Free,Papadakis/Cizeron,FRA,118.8
541,Janice HUNTER,CAN,5,2017 Grand Prix COC Ice Dance Free,Papadakis/Cizeron,FRA,118.4
380,Maira ABASOVA,RUS,6,2017 Grand Prix COC Ice Dance Free,Papadakis/Cizeron,FRA,119.7
335,Akos PETHES,HUN,7,2017 Grand Prix COC Ice Dance Free,Papadakis/Cizeron,FRA,118.9
283,Tianyi ZHANG,CHN,8,2017 Grand Prix COC Ice Dance Free,Papadakis/Cizeron,FRA,119.2
286,Zuzana PLESNIKOVA,CZE,9,2017 Grand Prix COC Ice Dance Free,Papadakis/Cizeron,FRA,117
343,Mark STORTON,AUS,1,2017 Grand Prix COC Ice Dance Free,Chock/Bates,USA,112
20,David MOLINA,FRA,2,2017 Grand Prix COC Ice Dance Free,Chock/Bates,USA,112.7
1124,Richard DALLEY,USA,3,2017 Grand Prix COC Ice Dance Free,Chock/Bates,USA,115.9
249,Chihee RHEE,KOR,4,2017 Grand Prix COC Ice Dance Free,Chock/Bates,USA,112.5
541,Janice HUNTER,CAN,5,2017 Grand Prix COC Ice Dance Free,Chock/Bates,USA,111.9
380,Maira ABASOVA,RUS,6,2017 Grand Prix COC Ice Dance Free,Chock/Bates,USA,105
335,Akos PETHES,HUN,7,2017 Grand Prix COC Ice Dance Free,Chock/Bates,USA,111.8
283,Tianyi ZHANG,CHN,8,2017 Grand Prix COC Ice Dance Free,Chock/Bates,USA,112.1
286,Zuzana PLESNIKOVA,CZE,9,2017 Grand Prix COC Ice Dance Free,Chock/Bates,USA,111.1
343,Mark STORTON,AUS,1,2017 Grand Prix COC Ice Dance Free,Bobrova/Soloviev,RUS,109.8
20,David MOLINA,FRA,2,2017 Grand Prix COC Ice Dance Free,Bobrova/Soloviev,RUS,111.5
1124,Richard DALLEY,USA,3,2017 Grand Prix COC Ice Dance Free,Bobrova/Soloviev,RUS,104.1
249,Chihee RHEE,KOR,4,2017 Grand Prix COC Ice Dance Free,Bobrova/Soloviev,RUS,105.4
541,Janice HUNTER,CAN,5,2017 Grand Prix COC Ice Dance Free,Bobrova/Soloviev,RUS,111.7
380,Maira ABASOVA,RUS,6,2017 Grand Prix COC Ice Dance Free,Bobrova/Soloviev,RUS,114.6
335,Akos PETHES,HUN,7,2017 Grand Prix COC Ice Dance Free,Bobrova/Soloviev,RUS,111.5
283,Tianyi ZHANG,CHN,8,2017 Grand Prix COC Ice Dance Free,Bobrova/Soloviev,RUS,110
286,Zuzana PLESNIKOVA,CZE,9,2017 Grand Prix COC Ice Dance Free,Bobrova/Soloviev,RUS,113
343,Mark STORTON,AUS,1,2017 Grand Prix COC Ice Dance Free,Zagorski/Guerreiro,RUS,91.9
20,David MOLINA,FRA,2,2017 Grand Prix COC Ice Dance Free,Zagorski/Guerreiro,RUS,95.3
1124,Richard DALLEY,USA,3,2017 Grand Prix COC Ice Dance Free,Zagorski/Guerreiro,RUS,88.6
249,Chihee RHEE,KOR,4,2017 Grand Prix COC Ice Dance Free,Zagorski/Guerreiro,RUS,94.9
541,Janice HUNTER,CAN,5,2017 Grand Prix COC Ice Dance Free,Zagorski/Guerreiro,RUS,95.6
380,Maira ABASOVA,RUS,6,2017 Grand Prix COC Ice Dance Free,Zagorski/Guerreiro,RUS,101.7
335,Akos PETHES,HUN,7,2017 Grand Prix COC Ice Dance Free,Zagorski/Guerreiro,RUS,107.3
283,Tianyi ZHANG,CHN,8,2017 Grand Prix COC Ice Dance Free,Zagorski/Guerreiro,RUS,97
286,Zuzana PLESNIKOVA,CZE,9,2017 Grand Prix COC Ice Dance Free,Zagorski/Guerreiro,RUS,96.7
343,Mark STORTON,AUS,1,2017 Grand Prix COC Ice Dance Free,Mcnamara/Carpenter,USA,78
20,David MOLINA,FRA,2,2017 Grand Prix COC Ice Dance Free,Mcnamara/Carpenter,USA,98.2
1124,Richard DALLEY,USA,3,2017 Grand Prix COC Ice Dance Free,Mcnamara/Carpenter,USA,95.4
249,Chihee RHEE,KOR,4,2017 Grand Prix COC Ice Dance Free,Mcnamara/Carpenter,USA,92.7
541,Janice HUNTER,CAN,5,2017 Grand Prix COC Ice Dance Free,Mcnamara/Carpenter,USA,99.3
380,Maira ABASOVA,RUS,6,2017 Grand Prix COC Ice Dance Free,Mcnamara/Carpenter,USA,91
335,Akos PETHES,HUN,7,2017 Grand Prix COC Ice Dance Free,Mcnamara/Carpenter,USA,101.9
283,Tianyi ZHANG,CHN,8,2017 Grand Prix COC Ice Dance Free,Mcnamara/Carpenter,USA,91.6
286,Zuzana PLESNIKOVA,CZE,9,2017 Grand Prix COC Ice Dance Free,Mcnamara/Carpenter,USA,91.5
343,Mark STORTON,AUS,1,2017 Grand Prix COC Ice Dance Free,Wang/Liu,CHN,90.3
20,David MOLINA,FRA,2,2017 Grand Prix COC Ice Dance Free,Wang/Liu,CHN,92.9
1124,Richard DALLEY,USA,3,2017 Grand Prix COC Ice Dance Free,Wang/Liu,CHN,90.5
249,Chihee RHEE,KOR,4,2017 Grand Prix COC Ice Dance Free,Wang/Liu,CHN,91.5
541,Janice HUNTER,CAN,5,2017 Grand Prix COC Ice Dance Free,Wang/Liu,CHN,89.5
380,Maira ABASOVA,RUS,6,2017 Grand Prix COC Ice Dance Free,Wang/Liu,CHN,93.2
335,Akos PETHES,HUN,7,2017 Grand Prix COC Ice Dance Free,Wang/Liu,CHN,89
283,Tianyi ZHANG,CHN,8,2017 Grand Prix COC Ice Dance Free,Wang/Liu,CHN,98.6
286,Zuzana PLESNIKOVA,CZE,9,2017 Grand Prix COC Ice Dance Free,Wang/Liu,CHN,91.6
343,Mark STORTON,AUS,1,2017 Grand Prix COC Ice Dance Free,Pogrebinsky/Benoit,USA,89.3
20,David MOLINA,FRA,2,2017 Grand Prix COC Ice Dance Free,Pogrebinsky/Benoit,USA,92.4
1124,Richard DALLEY,USA,3,2017 Grand Prix COC Ice Dance Free,Pogrebinsky/Benoit,USA,91.1
249,Chihee RHEE,KOR,4,2017 Grand Prix COC Ice Dance Free,Pogrebinsky/Benoit,USA,93.6
541,Janice HUNTER,CAN,5,2017 Grand Prix COC Ice Dance Free,Pogrebinsky/Benoit,USA,91.9
380,Maira ABASOVA,RUS,6,2017 Grand Prix COC Ice Dance Free,Pogrebinsky/Benoit,USA,87.4
335,Akos PETHES,HUN,7,2017 Grand Prix COC Ice Dance Free,Pogrebinsky/Benoit,USA,92.3
283,Tianyi ZHANG,CHN,8,2017 Grand Prix COC Ice Dance Free,Pogrebinsky/Benoit,USA,88.8
286,Zuzana PLESNIKOVA,CZE,9,2017 Grand Prix COC Ice Dance Free,Pogrebinsky/Benoit,USA,91.7
343,Mark STORTON,AUS,1,2017 Grand Prix COC Ice Dance Free,Abachkina/Thauron,FRA,80.5
20,David MOLINA,FRA,2,2017 Grand Prix COC Ice Dance Free,Abachkina/Thauron,FRA,87.2
1124,Richard DALLEY,USA,3,2017 Grand Prix COC Ice Dance Free,Abachkina/Thauron,FRA,81.1
249,Chihee RHEE,KOR,4,2017 Grand Prix COC Ice Dance Free,Abachkina/Thauron,FRA,87
541,Janice HUNTER,CAN,5,2017 Grand Prix COC Ice Dance Free,Abachkina/Thauron,FRA,83.1
380,Maira ABASOVA,RUS,6,2017 Grand Prix COC Ice Dance Free,Abachkina/Thauron,FRA,81.3
335,Akos PETHES,HUN,7,2017 Grand Prix COC Ice Dance Free,Abachkina/Thauron,FRA,88.7
283,Tianyi ZHANG,CHN,8,2017 Grand Prix COC Ice Dance Free,Abachkina/Thauron,FRA,85.4
286,Zuzana PLESNIKOVA,CZE,9,2017 Grand Prix COC Ice Dance Free,Abachkina/Thauron,FRA,87.1
343,Mark STORTON,AUS,1,2017 Grand Prix COC Ice Dance Free,Chen/Zhao,CHN,62.7
20,David MOLINA,FRA,2,2017 Grand Prix COC Ice Dance Free,Chen/Zhao,CHN,78.5
1124,Richard DALLEY,USA,3,2017 Grand Prix COC Ice Dance Free,Chen/Zhao,CHN,69.3
249,Chihee RHEE,KOR,4,2017 Grand Prix COC Ice Dance Free,Chen/Zhao,CHN,70.9
541,Janice HUNTER,CAN,5,2017 Grand Prix COC Ice Dance Free,Chen/Zhao,CHN,65.5
380,Maira ABASOVA,RUS,6,2017 Grand Prix COC Ice Dance Free,Chen/Zhao,CHN,72.7
335,Akos PETHES,HUN,7,2017 Grand Prix COC Ice Dance Free,Chen/Zhao,CHN,73.2
283,Tianyi ZHANG,CHN,8,2017 Grand Prix COC Ice Dance Free,Chen/Zhao,CHN,74.1
286,Zuzana PLESNIKOVA,CZE,9,2017 Grand Prix COC Ice Dance Free,Chen/Zhao,CHN,71.6
343,Mark STORTON,AUS,1,2017 Grand Prix COC Ice Dance Free,Wang/Zhao,CHN,64.5
20,David MOLINA,FRA,2,2017 Grand Prix COC Ice Dance Free,Wang/Zhao,CHN,62.8
1124,Richard DALLEY,USA,3,2017 Grand Prix COC Ice Dance Free,Wang/Zhao,CHN,63.2
249,Chihee RHEE,KOR,4,2017 Grand Prix COC Ice Dance Free,Wang/Zhao,CHN,64
541,Janice HUNTER,CAN,5,2017 Grand Prix COC Ice Dance Free,Wang/Zhao,CHN,66.5
380,Maira ABASOVA,RUS,6,2017 Grand Prix COC Ice Dance Free,Wang/Zhao,CHN,62.9
335,Akos PETHES,HUN,7,2017 Grand Prix COC Ice Dance Free,Wang/Zhao,CHN,65.6
283,Tianyi ZHANG,CHN,8,2017 Grand Prix COC Ice Dance Free,Wang/Zhao,CHN,63.1
286,Zuzana PLESNIKOVA,CZE,9,2017 Grand Prix COC Ice Dance Free,Wang/Zhao,CHN,64.3
300,Kerstin KIMMINUS,GER,1,2017 Grand Prix SCI Ice Dance Short,Virtue/Moir,CAN,82.6
36,Tanay OZKAN,TUR,2,2017 Grand Prix SCI Ice Dance Short,Virtue/Moir,CAN,82.7
384,Nicole LEBLANC-RICHARD,CAN,3,2017 Grand Prix SCI Ice Dance Short,Virtue/Moir,CAN,83.4
305,Sharon ROGERS,USA,4,2017 Grand Prix SCI Ice Dance Short,Virtue/Moir,CAN,80.1
449,Massimo ORLANDINI,ITA,5,2017 Grand Prix SCI Ice Dance Short,Virtue/Moir,CAN,83.7
156,Angelique CLYDE-SMITH,AUS,6,2017 Grand Prix SCI Ice Dance Short,Virtue/Moir,CAN,81.6
510,Lolita LABUNSKAIYA,RUS,7,2017 Grand Prix SCI Ice Dance Short,Virtue/Moir,CAN,80.9
345,Marta OLOZAGARRE,ESP,8,2017 Grand Prix SCI Ice Dance Short,Virtue/Moir,CAN,83.7
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix SCI Ice Dance Short,Virtue/Moir,CAN,83.7
300,Kerstin KIMMINUS,GER,1,2017 Grand Prix SCI Ice Dance Short,Weaver/Poje,CAN,78.4
36,Tanay OZKAN,TUR,2,2017 Grand Prix SCI Ice Dance Short,Weaver/Poje,CAN,75.6
384,Nicole LEBLANC-RICHARD,CAN,3,2017 Grand Prix SCI Ice Dance Short,Weaver/Poje,CAN,79.5
305,Sharon ROGERS,USA,4,2017 Grand Prix SCI Ice Dance Short,Weaver/Poje,CAN,73.3
449,Massimo ORLANDINI,ITA,5,2017 Grand Prix SCI Ice Dance Short,Weaver/Poje,CAN,78.5
156,Angelique CLYDE-SMITH,AUS,6,2017 Grand Prix SCI Ice Dance Short,Weaver/Poje,CAN,75.6
510,Lolita LABUNSKAIYA,RUS,7,2017 Grand Prix SCI Ice Dance Short,Weaver/Poje,CAN,76.4
345,Marta OLOZAGARRE,ESP,8,2017 Grand Prix SCI Ice Dance Short,Weaver/Poje,CAN,79
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix SCI Ice Dance Short,Weaver/Poje,CAN,80.6
300,Kerstin KIMMINUS,GER,1,2017 Grand Prix SCI Ice Dance Short,Hubbell/Donohue,USA,73.2
36,Tanay OZKAN,TUR,2,2017 Grand Prix SCI Ice Dance Short,Hubbell/Donohue,USA,76
384,Nicole LEBLANC-RICHARD,CAN,3,2017 Grand Prix SCI Ice Dance Short,Hubbell/Donohue,USA,76.6
305,Sharon ROGERS,USA,4,2017 Grand Prix SCI Ice Dance Short,Hubbell/Donohue,USA,76.5
449,Massimo ORLANDINI,ITA,5,2017 Grand Prix SCI Ice Dance Short,Hubbell/Donohue,USA,74.6
156,Angelique CLYDE-SMITH,AUS,6,2017 Grand Prix SCI Ice Dance Short,Hubbell/Donohue,USA,76.8
